,skeleton_id,treenode_id,parent_node_id,confidence,x,y,z,radius,creator,last_edited,reviewers,tags
530,6195521,6196367,6196366,5,50705.9,72113.9,120100.0,-1.0,albert,2013-07-26 20:53:47+00:00,"['aref', 'akira']",[]
531,6195521,6196368,6196367,5,50699.6,72153.1,120150.0,-1.0,albert,2013-07-26 20:53:47+00:00,"['aref', 'akira']",[]
532,6195521,6196369,6196368,5,50693.3,72192.4,120200.0,-1.0,albert,2013-07-26 20:53:47+00:00,"['aref', 'akira']",[]
533,6195521,6196372,6196369,5,50685.7,72308.9,120250.0,-1.0,albert,2013-07-26 20:53:49+00:00,"['aref', 'akira']",[]
534,6195521,6196373,6196372,5,50678.1,72425.5,120300.0,-1.0,albert,2013-07-26 20:53:49+00:00,"['aref', 'akira']",[]
535,6195521,6196374,6196373,5,50670.5,72542.0,120350.0,-1.0,albert,2013-07-26 20:53:49+00:00,"['aref', 'akira']",[]
536,6195521,6196383,6196374,5,50659.1,72682.6,120400.0,-1.0,albert,2013-07-26 20:53:51+00:00,"['aref', 'akira']",[]
537,6195521,6196384,6196383,5,50647.7,72823.2,120450.0,-1.0,albert,2013-07-26 20:53:51+00:00,"['aref', 'akira']",[]
538,6195521,6196391,6196384,5,50746.5,72800.4,120500.0,-1.0,albert,2013-07-26 20:53:52+00:00,"['aref', 'akira']",[]
539,6195521,6196392,6196391,5,50655.3,72884.0,120550.0,-1.0,albert,2013-07-26 20:53:53+00:00,"['aref', 'akira']",[]
540,6195521,6197263,6195525,5,49937.1,68172.0,117550.0,-1.0,albert,2013-07-26 21:07:33+00:00,"['aref', 'akira']",[]
541,6195521,6197265,6197263,5,50248.7,68711.6,117550.0,-1.0,albert,2013-07-26 21:07:35+00:00,"['aref', 'akira']",[]
